executionTs,nombreCandidato,PROFUNDIDAD_1,PROFUNDIDAD_2,PROFUNDIDAD_3,PROFUNDIDAD_4,contabilizadas,totalActas,totalVotosValidos,porcentajeVotosValidos,tipoFiltro,idAmbitoGeografico
2026-06-08T13:49:50.240390+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AREQUIPA,ISLAY,,171,178,11332,31.268,ubigeo_nivel_02,1
2026-06-08T13:49:50.240390+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AREQUIPA,ISLAY,,171,178,24910,68.732,ubigeo_nivel_02,1
2026-06-08T13:49:50.949452+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AREQUIPA,ISLAY,COCACHACRA,34,35,1741,24.469,ubigeo_nivel_03,1
2026-06-08T13:49:50.949452+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AREQUIPA,ISLAY,COCACHACRA,34,35,5374,75.531,ubigeo_nivel_03,1
2026-06-08T13:49:51.616638+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AREQUIPA,ISLAY,DEÁN VALDIVIA,20,22,852,19.142,ubigeo_nivel_03,1
2026-06-08T13:49:51.616638+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AREQUIPA,ISLAY,DEÁN VALDIVIA,20,22,3599,80.858,ubigeo_nivel_03,1
2026-06-08T13:49:52.235622+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AREQUIPA,ISLAY,ISLAY,14,16,929,31.353,ubigeo_nivel_03,1
2026-06-08T13:49:52.235622+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AREQUIPA,ISLAY,ISLAY,14,16,2034,68.647,ubigeo_nivel_03,1
2026-06-08T13:49:52.890660+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AREQUIPA,ISLAY,MEJÍA,5,6,343,36.882,ubigeo_nivel_03,1
2026-06-08T13:49:52.890660+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AREQUIPA,ISLAY,MEJÍA,5,6,587,63.118,ubigeo_nivel_03,1
2026-06-08T13:49:53.539879+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AREQUIPA,ISLAY,MOLLENDO,76,76,6371,39.366,ubigeo_nivel_03,1
2026-06-08T13:49:53.539879+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AREQUIPA,ISLAY,MOLLENDO,76,76,9813,60.634,ubigeo_nivel_03,1
2026-06-08T13:49:54.185095+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AREQUIPA,ISLAY,PUNTA DE BOMBÓN,22,23,1096,23.831,ubigeo_nivel_03,1
2026-06-08T13:49:54.185095+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AREQUIPA,ISLAY,PUNTA DE BOMBÓN,22,23,3503,76.169,ubigeo_nivel_03,1
2026-06-08T13:49:54.827588+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AREQUIPA,LA UNIÓN,,49,49,937,16.338,ubigeo_nivel_02,1
2026-06-08T13:49:54.827588+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AREQUIPA,LA UNIÓN,,49,49,4798,83.662,ubigeo_nivel_02,1
2026-06-08T13:49:55.400309+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AREQUIPA,LA UNIÓN,ALCA,6,6,123,15.55,ubigeo_nivel_03,1
2026-06-08T13:49:55.400309+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AREQUIPA,LA UNIÓN,ALCA,6,6,668,84.45,ubigeo_nivel_03,1
2026-06-08T13:49:55.984646+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AREQUIPA,LA UNIÓN,CHARCANA,2,2,43,14.626,ubigeo_nivel_03,1
2026-06-08T13:49:55.984646+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AREQUIPA,LA UNIÓN,CHARCANA,2,2,251,85.374,ubigeo_nivel_03,1
2026-06-08T13:49:56.565125+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AREQUIPA,LA UNIÓN,COTAHUASI,7,7,211,18.907,ubigeo_nivel_03,1
2026-06-08T13:49:56.565125+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AREQUIPA,LA UNIÓN,COTAHUASI,7,7,905,81.093,ubigeo_nivel_03,1
2026-06-08T13:49:57.206340+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AREQUIPA,LA UNIÓN,HUAYNACOTAS,7,7,192,21.67,ubigeo_nivel_03,1
2026-06-08T13:49:57.206340+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AREQUIPA,LA UNIÓN,HUAYNACOTAS,7,7,694,78.33,ubigeo_nivel_03,1
2026-06-08T13:49:57.860833+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AREQUIPA,LA UNIÓN,PAMPAMARCA,7,7,54,8.71,ubigeo_nivel_03,1
2026-06-08T13:49:57.860833+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AREQUIPA,LA UNIÓN,PAMPAMARCA,7,7,566,91.29,ubigeo_nivel_03,1
2026-06-08T13:49:58.536785+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AREQUIPA,LA UNIÓN,PUYCA,9,9,64,7.891,ubigeo_nivel_03,1
2026-06-08T13:49:58.536785+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AREQUIPA,LA UNIÓN,PUYCA,9,9,747,92.109,ubigeo_nivel_03,1
2026-06-08T13:49:59.234955+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AREQUIPA,LA UNIÓN,QUECHUALLA,2,2,48,16.162,ubigeo_nivel_03,1
2026-06-08T13:49:59.234955+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AREQUIPA,LA UNIÓN,QUECHUALLA,2,2,249,83.838,ubigeo_nivel_03,1
2026-06-08T13:49:59.867816+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AREQUIPA,LA UNIÓN,SAYLA,2,2,36,23.841,ubigeo_nivel_03,1
2026-06-08T13:49:59.867816+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AREQUIPA,LA UNIÓN,SAYLA,2,2,115,76.159,ubigeo_nivel_03,1
2026-06-08T13:50:01.501744+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AREQUIPA,LA UNIÓN,TAURIA,2,2,32,17.021,ubigeo_nivel_03,1
2026-06-08T13:50:01.501744+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AREQUIPA,LA UNIÓN,TAURIA,2,2,156,82.979,ubigeo_nivel_03,1
2026-06-08T13:50:02.151945+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AREQUIPA,LA UNIÓN,TOMEPAMPA,2,2,94,29.467,ubigeo_nivel_03,1
2026-06-08T13:50:02.151945+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AREQUIPA,LA UNIÓN,TOMEPAMPA,2,2,225,70.533,ubigeo_nivel_03,1
2026-06-08T13:50:02.795897+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AREQUIPA,LA UNIÓN,TORO,3,3,40,15.267,ubigeo_nivel_03,1
2026-06-08T13:50:02.795897+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AREQUIPA,LA UNIÓN,TORO,3,3,222,84.733,ubigeo_nivel_03,1
2026-06-08T13:50:03.476149+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,,,1651,1900,60516,20.966,ubigeo_nivel_01,1
2026-06-08T13:50:03.476149+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,,,1651,1900,228126,79.034,ubigeo_nivel_01,1
2026-06-08T13:50:04.126168+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,CANGALLO,,112,112,2360,14.061,ubigeo_nivel_02,1
2026-06-08T13:50:04.126168+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,CANGALLO,,112,112,14424,85.939,ubigeo_nivel_02,1
2026-06-08T13:50:04.783293+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,CANGALLO,CANGALLO,18,18,353,12.081,ubigeo_nivel_03,1
2026-06-08T13:50:04.783293+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,CANGALLO,CANGALLO,18,18,2569,87.919,ubigeo_nivel_03,1
2026-06-08T13:50:05.461122+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,CANGALLO,CHUSCHI,26,26,496,13.427,ubigeo_nivel_03,1
2026-06-08T13:50:05.461122+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,CANGALLO,CHUSCHI,26,26,3198,86.573,ubigeo_nivel_03,1
2026-06-08T13:50:06.113313+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,CANGALLO,LOS MOROCHUCOS,28,28,805,15.607,ubigeo_nivel_03,1
2026-06-08T13:50:06.113313+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,CANGALLO,LOS MOROCHUCOS,28,28,4353,84.393,ubigeo_nivel_03,1
2026-06-08T13:50:06.813958+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,CANGALLO,MARÍA PARADO DE BELLIDO,7,7,176,15.52,ubigeo_nivel_03,1
2026-06-08T13:50:06.813958+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,CANGALLO,MARÍA PARADO DE BELLIDO,7,7,958,84.48,ubigeo_nivel_03,1
2026-06-08T13:50:07.408816+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,CANGALLO,PARAS,19,19,340,15.546,ubigeo_nivel_03,1
2026-06-08T13:50:07.408816+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,CANGALLO,PARAS,19,19,1847,84.454,ubigeo_nivel_03,1
2026-06-08T13:50:08.262753+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,CANGALLO,TOTOS,14,14,190,11.249,ubigeo_nivel_03,1
2026-06-08T13:50:08.262753+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,CANGALLO,TOTOS,14,14,1499,88.751,ubigeo_nivel_03,1
2026-06-08T13:50:08.917375+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUAMANGA,,772,787,35771,22.655,ubigeo_nivel_02,1
2026-06-08T13:50:08.917375+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUAMANGA,,772,787,122126,77.345,ubigeo_nivel_02,1
2026-06-08T13:50:10.578893+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUAMANGA,ACOCRO,30,30,583,10.818,ubigeo_nivel_03,1
2026-06-08T13:50:10.578893+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUAMANGA,ACOCRO,30,30,4806,89.182,ubigeo_nivel_03,1
2026-06-08T13:50:11.268308+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUAMANGA,ACOS VINCHOS,16,16,521,17.155,ubigeo_nivel_03,1
2026-06-08T13:50:11.268308+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUAMANGA,ACOS VINCHOS,16,16,2516,82.845,ubigeo_nivel_03,1
2026-06-08T13:50:11.969268+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUAMANGA,ANDRÉS AVELINO CÁCERES DORREGARAY,54,54,3101,26.443,ubigeo_nivel_03,1
2026-06-08T13:50:11.969268+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUAMANGA,ANDRÉS AVELINO CÁCERES DORREGARAY,54,54,8626,73.557,ubigeo_nivel_03,1
2026-06-08T13:50:12.626706+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUAMANGA,AYACUCHO,245,251,13799,27.018,ubigeo_nivel_03,1
2026-06-08T13:50:12.626706+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUAMANGA,AYACUCHO,245,251,37274,72.982,ubigeo_nivel_03,1
2026-06-08T13:50:13.488481+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUAMANGA,CARMEN ALTO,71,71,3124,20.051,ubigeo_nivel_03,1
2026-06-08T13:50:13.488481+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUAMANGA,CARMEN ALTO,71,71,12456,79.949,ubigeo_nivel_03,1
2026-06-08T13:50:14.163438+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUAMANGA,CHIARA,21,22,461,11.479,ubigeo_nivel_03,1
2026-06-08T13:50:14.163438+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUAMANGA,CHIARA,21,22,3555,88.521,ubigeo_nivel_03,1
2026-06-08T13:50:15.037757+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUAMANGA,JESÚS NAZARENO,50,51,2662,24.731,ubigeo_nivel_03,1
2026-06-08T13:50:15.037757+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUAMANGA,JESÚS NAZARENO,50,51,8102,75.269,ubigeo_nivel_03,1
2026-06-08T13:50:15.710231+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUAMANGA,OCROS,21,22,645,20.726,ubigeo_nivel_03,1
2026-06-08T13:50:15.710231+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUAMANGA,OCROS,21,22,2467,79.274,ubigeo_nivel_03,1
2026-06-08T13:50:16.330847+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUAMANGA,PACAYCASA,10,10,791,36.418,ubigeo_nivel_03,1
2026-06-08T13:50:16.330847+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUAMANGA,PACAYCASA,10,10,1381,63.582,ubigeo_nivel_03,1
2026-06-08T13:50:17.007452+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUAMANGA,QUINUA,19,19,841,22.457,ubigeo_nivel_03,1
2026-06-08T13:50:17.007452+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUAMANGA,QUINUA,19,19,2904,77.543,ubigeo_nivel_03,1
2026-06-08T13:50:17.662724+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUAMANGA,SAN JOSÉ DE TICLLAS,8,8,379,26.879,ubigeo_nivel_03,1
2026-06-08T13:50:17.662724+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUAMANGA,SAN JOSÉ DE TICLLAS,8,8,1031,73.121,ubigeo_nivel_03,1
2026-06-08T13:50:18.292555+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,119,124,5741,22.642,ubigeo_nivel_03,1
2026-06-08T13:50:18.292555+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,119,124,19614,77.358,ubigeo_nivel_03,1
2026-06-08T13:50:18.878588+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,6,7,214,26.258,ubigeo_nivel_03,1
2026-06-08T13:50:18.878588+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,6,7,601,73.742,ubigeo_nivel_03,1
2026-06-08T13:50:19.474713+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUAMANGA,SOCOS,27,27,671,12.62,ubigeo_nivel_03,1
2026-06-08T13:50:19.474713+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUAMANGA,SOCOS,27,27,4646,87.38,ubigeo_nivel_03,1
2026-06-08T13:50:20.052021+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUAMANGA,TAMBILLO,21,21,1020,22.968,ubigeo_nivel_03,1
2026-06-08T13:50:20.052021+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUAMANGA,TAMBILLO,21,21,3421,77.032,ubigeo_nivel_03,1
2026-06-08T13:50:20.765886+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUAMANGA,VINCHOS,54,54,1218,12.249,ubigeo_nivel_03,1
2026-06-08T13:50:20.765886+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUAMANGA,VINCHOS,54,54,8726,87.751,ubigeo_nivel_03,1
2026-06-08T13:50:21.714601+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUANCA SANCOS,,34,34,526,11.691,ubigeo_nivel_02,1
2026-06-08T13:50:21.714601+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUANCA SANCOS,,34,34,3973,88.309,ubigeo_nivel_02,1
2026-06-08T13:50:23.387317+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUANCA SANCOS,CARAPO,9,9,83,8.35,ubigeo_nivel_03,1
2026-06-08T13:50:23.387317+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUANCA SANCOS,CARAPO,9,9,911,91.65,ubigeo_nivel_03,1
2026-06-08T13:50:24.063299+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUANCA SANCOS,SACSAMARCA,6,6,99,13.963,ubigeo_nivel_03,1
2026-06-08T13:50:24.063299+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUANCA SANCOS,SACSAMARCA,6,6,610,86.037,ubigeo_nivel_03,1
2026-06-08T13:50:24.720442+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUANCA SANCOS,SANCOS,10,10,261,14.872,ubigeo_nivel_03,1
2026-06-08T13:50:24.720442+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUANCA SANCOS,SANCOS,10,10,1494,85.128,ubigeo_nivel_03,1
2026-06-08T13:50:25.665713+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,9,9,83,7.973,ubigeo_nivel_03,1
2026-06-08T13:50:25.665713+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,9,9,958,92.027,ubigeo_nivel_03,1
2026-06-08T13:50:26.305754+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUANTA,,201,281,8045,23.252,ubigeo_nivel_02,1
2026-06-08T13:50:26.305754+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUANTA,,201,281,26554,76.748,ubigeo_nivel_02,1
2026-06-08T13:50:26.953730+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUANTA,AYAHUANCO,0,7,0,0.0,ubigeo_nivel_03,1
2026-06-08T13:50:26.953730+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUANTA,AYAHUANCO,0,7,0,0.0,ubigeo_nivel_03,1
2026-06-08T13:50:27.599061+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUANTA,CANAYRE,0,11,0,0.0,ubigeo_nivel_03,1
2026-06-08T13:50:27.599061+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUANTA,CANAYRE,0,11,0,0.0,ubigeo_nivel_03,1
2026-06-08T13:50:28.217683+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUANTA,CHACA,8,8,233,18.64,ubigeo_nivel_03,1
2026-06-08T13:50:28.217683+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUANTA,CHACA,8,8,1017,81.36,ubigeo_nivel_03,1
2026-06-08T13:50:28.887689+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUANTA,HUAMANGUILLA,15,15,435,14.954,ubigeo_nivel_03,1
2026-06-08T13:50:28.887689+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUANTA,HUAMANGUILLA,15,15,2474,85.046,ubigeo_nivel_03,1
2026-06-08T13:50:29.553661+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUANTA,HUANTA,107,107,5009,25.383,ubigeo_nivel_03,1
2026-06-08T13:50:29.553661+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUANTA,HUANTA,107,107,14725,74.617,ubigeo_nivel_03,1
2026-06-08T13:50:30.211832+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUANTA,IGUAIN,12,12,518,22.699,ubigeo_nivel_03,1
2026-06-08T13:50:30.211832+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUANTA,IGUAIN,12,12,1764,77.301,ubigeo_nivel_03,1
2026-06-08T13:50:30.838753+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUANTA,LLOCHEGUA,0,27,0,0.0,ubigeo_nivel_03,1
2026-06-08T13:50:30.838753+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUANTA,LLOCHEGUA,0,27,0,0.0,ubigeo_nivel_03,1
2026-06-08T13:50:31.488345+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUANTA,LURICOCHA,23,23,1162,28.487,ubigeo_nivel_03,1
2026-06-08T13:50:31.488345+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUANTA,LURICOCHA,23,23,2917,71.513,ubigeo_nivel_03,1
2026-06-08T13:50:32.125626+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUANTA,PUCACOLPA,8,8,126,13.636,ubigeo_nivel_03,1
2026-06-08T13:50:32.125626+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUANTA,PUCACOLPA,8,8,798,86.364,ubigeo_nivel_03,1
2026-06-08T13:50:32.781348+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUANTA,PUTIS,0,3,0,0.0,ubigeo_nivel_03,1
2026-06-08T13:50:32.781348+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUANTA,PUTIS,0,3,0,0.0,ubigeo_nivel_03,1
2026-06-08T13:50:33.445849+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUANTA,SANTILLANA,14,14,302,17.723,ubigeo_nivel_03,1
2026-06-08T13:50:33.445849+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUANTA,SANTILLANA,14,14,1402,82.277,ubigeo_nivel_03,1
2026-06-08T13:50:34.058565+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUANTA,SIVIA,0,32,0,0.0,ubigeo_nivel_03,1
2026-06-08T13:50:34.058565+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUANTA,SIVIA,0,32,0,0.0,ubigeo_nivel_03,1
2026-06-08T13:50:34.718783+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,HUANTA,UCHURACCAY,14,14,260,15.143,ubigeo_nivel_03,1
2026-06-08T13:50:34.718783+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,HUANTA,UCHURACCAY,14,14,1457,84.857,ubigeo_nivel_03,1
2026-06-08T13:50:35.364998+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,LA MAR,,76,228,2256,18.094,ubigeo_nivel_02,1
2026-06-08T13:50:35.364998+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,LA MAR,,76,228,10212,81.906,ubigeo_nivel_02,1
2026-06-08T13:50:36.003118+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,LA MAR,ANCHIHUAY,0,12,0,0.0,ubigeo_nivel_03,1
2026-06-08T13:50:36.003118+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,LA MAR,ANCHIHUAY,0,12,0,0.0,ubigeo_nivel_03,1
2026-06-08T13:50:36.632744+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,LA MAR,ANCO,0,25,0,0.0,ubigeo_nivel_03,1
2026-06-08T13:50:36.632744+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,LA MAR,ANCO,0,25,0,0.0,ubigeo_nivel_03,1
2026-06-08T13:50:37.211608+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,LA MAR,AYNA,0,23,0,0.0,ubigeo_nivel_03,1
2026-06-08T13:50:37.211608+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,LA MAR,AYNA,0,23,0,0.0,ubigeo_nivel_03,1
2026-06-08T13:50:38.083005+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,LA MAR,CHILCAS,7,7,158,17.306,ubigeo_nivel_03,1
2026-06-08T13:50:38.083005+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,LA MAR,CHILCAS,7,7,755,82.694,ubigeo_nivel_03,1
2026-06-08T13:50:38.985081+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,LA MAR,CHUNGUI,0,16,0,0.0,ubigeo_nivel_03,1
2026-06-08T13:50:38.985081+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,LA MAR,CHUNGUI,0,16,0,0.0,ubigeo_nivel_03,1
2026-06-08T13:50:39.655936+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,LA MAR,LUIS CARRANZA,0,5,0,0.0,ubigeo_nivel_03,1
2026-06-08T13:50:39.655936+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,LA MAR,LUIS CARRANZA,0,5,0,0.0,ubigeo_nivel_03,1
2026-06-08T13:50:41.276389+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,LA MAR,NINABAMBA,6,6,302,26.868,ubigeo_nivel_03,1
2026-06-08T13:50:41.276389+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,AYACUCHO,LA MAR,NINABAMBA,6,6,822,73.132,ubigeo_nivel_03,1
2026-06-08T13:50:41.853634+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,AYACUCHO,LA MAR,ORONCCOY,0,5,0,0.0,ubigeo_nivel_03,1
