executionTs,nombreCandidato,PROFUNDIDAD_1,PROFUNDIDAD_2,PROFUNDIDAD_3,PROFUNDIDAD_4,contabilizadas,totalActas,totalVotosValidos,porcentajeVotosValidos,tipoFiltro,idAmbitoGeografico
2026-06-10T03:50:55.942380+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,CUSCO,QUISPICANCHI,MARCAPATA,15,15,282,12.056,ubigeo_nivel_03,1
2026-06-10T03:50:55.942380+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,CUSCO,QUISPICANCHI,MARCAPATA,15,15,2057,87.944,ubigeo_nivel_03,1
2026-06-10T03:50:56.071144+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,CUSCO,QUISPICANCHI,OROPESA,29,29,1550,24.82,ubigeo_nivel_03,1
2026-06-10T03:50:56.071144+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,CUSCO,QUISPICANCHI,OROPESA,29,29,4695,75.18,ubigeo_nivel_03,1
2026-06-10T03:50:56.261006+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,CUSCO,QUISPICANCHI,QUIQUIJANA,30,30,469,8.038,ubigeo_nivel_03,1
2026-06-10T03:50:56.261006+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,CUSCO,QUISPICANCHI,QUIQUIJANA,30,30,5366,91.962,ubigeo_nivel_03,1
2026-06-10T03:50:56.297407+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,CUSCO,QUISPICANCHI,URCOS,41,41,1441,18.289,ubigeo_nivel_03,1
2026-06-10T03:50:56.297407+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,CUSCO,QUISPICANCHI,URCOS,41,41,6438,81.711,ubigeo_nivel_03,1
2026-06-10T03:50:56.445951+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,CUSCO,URUBAMBA,CHINCHERO,36,36,1304,15.722,ubigeo_nivel_03,1
2026-06-10T03:50:56.445951+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,CUSCO,URUBAMBA,CHINCHERO,36,36,6990,84.278,ubigeo_nivel_03,1
2026-06-10T03:50:56.448300+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,CUSCO,URUBAMBA,HUAYLLABAMBA,18,18,726,19.82,ubigeo_nivel_03,1
2026-06-10T03:50:56.448300+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,CUSCO,URUBAMBA,HUAYLLABAMBA,18,18,2937,80.18,ubigeo_nivel_03,1
2026-06-10T03:50:56.567275+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,CUSCO,URUBAMBA,MARAS,23,24,649,14.451,ubigeo_nivel_03,1
2026-06-10T03:50:56.567275+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,CUSCO,URUBAMBA,MARAS,23,24,3842,85.549,ubigeo_nivel_03,1
2026-06-10T03:50:56.495105+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,CUSCO,URUBAMBA,MACHUPICCHU,30,31,1239,25.732,ubigeo_nivel_03,1
2026-06-10T03:50:56.495105+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,CUSCO,URUBAMBA,MACHUPICCHU,30,31,3576,74.268,ubigeo_nivel_03,1
2026-06-10T03:50:56.399739+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,CUSCO,URUBAMBA,,217,219,8889,20.193,ubigeo_nivel_02,1
2026-06-10T03:50:56.399739+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,CUSCO,URUBAMBA,,217,219,35132,79.807,ubigeo_nivel_02,1
2026-06-10T03:50:56.891045+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,CUSCO,URUBAMBA,URUBAMBA,68,68,3282,23.438,ubigeo_nivel_03,1
2026-06-10T03:50:56.891045+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,CUSCO,URUBAMBA,URUBAMBA,68,68,10721,76.562,ubigeo_nivel_03,1
2026-06-10T03:50:56.975306+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,CUSCO,URUBAMBA,YUCAY,10,10,468,21.778,ubigeo_nivel_03,1
2026-06-10T03:50:56.975306+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,CUSCO,URUBAMBA,YUCAY,10,10,1681,78.222,ubigeo_nivel_03,1
2026-06-10T03:50:57.038330+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,ACOBAMBA,,143,143,3488,16.783,ubigeo_nivel_02,1
2026-06-10T03:50:57.038330+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,ACOBAMBA,,143,143,17295,83.217,ubigeo_nivel_02,1
2026-06-10T03:50:57.339004+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,ACOBAMBA,ANTA,20,20,348,15.919,ubigeo_nivel_03,1
2026-06-10T03:50:57.339004+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,ACOBAMBA,ANTA,20,20,1838,84.081,ubigeo_nivel_03,1
2026-06-10T03:50:57.029285+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,,,1262,1273,36707,18.598,ubigeo_nivel_01,1
2026-06-10T03:50:57.029285+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,,,1262,1273,160659,81.402,ubigeo_nivel_01,1
2026-06-10T03:50:57.449155+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,ACOBAMBA,MARCAS,7,7,255,22.829,ubigeo_nivel_03,1
2026-06-10T03:50:57.449155+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,ACOBAMBA,MARCAS,7,7,862,77.171,ubigeo_nivel_03,1
2026-06-10T03:50:57.134124+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,ACOBAMBA,ACOBAMBA,29,29,750,16.077,ubigeo_nivel_03,1
2026-06-10T03:50:57.134124+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,ACOBAMBA,ACOBAMBA,29,29,3915,83.923,ubigeo_nivel_03,1
2026-06-10T03:50:57.667069+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,ACOBAMBA,POMACOCHA,11,11,323,19.399,ubigeo_nivel_03,1
2026-06-10T03:50:57.667069+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,ACOBAMBA,POMACOCHA,11,11,1342,80.601,ubigeo_nivel_03,1
2026-06-10T03:50:57.862949+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,ANGARAES,,158,161,4011,15.921,ubigeo_nivel_02,1
2026-06-10T03:50:57.862949+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,ANGARAES,,158,161,21182,84.079,ubigeo_nivel_02,1
2026-06-10T03:50:57.974951+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,ANGARAES,ANCHONGA,23,24,350,9.309,ubigeo_nivel_03,1
2026-06-10T03:50:57.974951+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,ANGARAES,ANCHONGA,23,24,3410,90.691,ubigeo_nivel_03,1
2026-06-10T03:50:58.042044+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,ANGARAES,CCOCHACCASA,11,11,242,12.303,ubigeo_nivel_03,1
2026-06-10T03:50:58.042044+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,ANGARAES,CCOCHACCASA,11,11,1725,87.697,ubigeo_nivel_03,1
2026-06-10T03:50:57.639225+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,ACOBAMBA,PAUCARA,34,34,859,15.916,ubigeo_nivel_03,1
2026-06-10T03:50:57.639225+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,ACOBAMBA,PAUCARA,34,34,4538,84.084,ubigeo_nivel_03,1
2026-06-10T03:50:58.013766+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,ANGARAES,CALLANMARCA,3,3,64,14.286,ubigeo_nivel_03,1
2026-06-10T03:50:58.013766+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,ANGARAES,CALLANMARCA,3,3,384,85.714,ubigeo_nivel_03,1
2026-06-10T03:50:58.204089+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,ANGARAES,CHINCHO,5,5,222,32.987,ubigeo_nivel_03,1
2026-06-10T03:50:58.204089+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,ANGARAES,CHINCHO,5,5,451,67.013,ubigeo_nivel_03,1
2026-06-10T03:50:56.867347+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,CUSCO,URUBAMBA,OLLANTAYTAMBO,32,32,1221,18.483,ubigeo_nivel_03,1
2026-06-10T03:50:56.867347+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,CUSCO,URUBAMBA,OLLANTAYTAMBO,32,32,5385,81.517,ubigeo_nivel_03,1
2026-06-10T03:50:58.291110+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,ANGARAES,CONGALLA,14,14,218,12.172,ubigeo_nivel_03,1
2026-06-10T03:50:58.291110+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,ANGARAES,CONGALLA,14,14,1573,87.828,ubigeo_nivel_03,1
2026-06-10T03:50:58.389287+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,ANGARAES,HUALLAY - GRANDE,4,5,81,12.837,ubigeo_nivel_03,1
2026-06-10T03:50:58.389287+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,ANGARAES,HUALLAY - GRANDE,4,5,550,87.163,ubigeo_nivel_03,1
2026-06-10T03:50:57.175248+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,ACOBAMBA,ANDABAMBA,13,13,228,11.609,ubigeo_nivel_03,1
2026-06-10T03:50:57.175248+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,ACOBAMBA,ANDABAMBA,13,13,1736,88.391,ubigeo_nivel_03,1
2026-06-10T03:50:57.399186+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,ACOBAMBA,CAJA,9,9,310,24.352,ubigeo_nivel_03,1
2026-06-10T03:50:57.399186+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,ACOBAMBA,CAJA,9,9,963,75.648,ubigeo_nivel_03,1
2026-06-10T03:50:58.467052+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,ANGARAES,JULCAMARCA,4,4,96,13.953,ubigeo_nivel_03,1
2026-06-10T03:50:58.467052+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,ANGARAES,JULCAMARCA,4,4,592,86.047,ubigeo_nivel_03,1
2026-06-10T03:50:58.547043+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,ANGARAES,LIRCAY,69,69,2224,19.039,ubigeo_nivel_03,1
2026-06-10T03:50:58.547043+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,ANGARAES,LIRCAY,69,69,9457,80.961,ubigeo_nivel_03,1
2026-06-10T03:50:58.439054+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,ANGARAES,HUANCA-HUANCA,5,5,85,11.838,ubigeo_nivel_03,1
2026-06-10T03:50:58.439054+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,ANGARAES,HUANCA-HUANCA,5,5,633,88.162,ubigeo_nivel_03,1
2026-06-10T03:50:58.667014+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,ANGARAES,SANTO TOMÁS DE PATA,5,6,141,20.951,ubigeo_nivel_03,1
2026-06-10T03:50:58.667014+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,ANGARAES,SANTO TOMÁS DE PATA,5,6,532,79.049,ubigeo_nivel_03,1
2026-06-10T03:50:58.580594+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,ANGARAES,SAN ANTONIO DE ANTAPARCO,5,5,114,16.789,ubigeo_nivel_03,1
2026-06-10T03:50:58.580594+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,ANGARAES,SAN ANTONIO DE ANTAPARCO,5,5,565,83.211,ubigeo_nivel_03,1
2026-06-10T03:50:58.971028+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,CASTROVIRREYNA,ARMA,5,5,302,43.895,ubigeo_nivel_03,1
2026-06-10T03:50:58.971028+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,CASTROVIRREYNA,ARMA,5,5,386,56.105,ubigeo_nivel_03,1
2026-06-10T03:50:58.974895+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,7,7,131,17.823,ubigeo_nivel_03,1
2026-06-10T03:50:58.974895+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,7,7,604,82.177,ubigeo_nivel_03,1
2026-06-10T03:50:58.894781+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,ANGARAES,SECCLLA,10,10,174,11.725,ubigeo_nivel_03,1
2026-06-10T03:50:58.894781+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,ANGARAES,SECCLLA,10,10,1310,88.275,ubigeo_nivel_03,1
2026-06-10T03:50:57.852071+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,ACOBAMBA,ROSARIO,20,20,415,16.494,ubigeo_nivel_03,1
2026-06-10T03:50:57.852071+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,ACOBAMBA,ROSARIO,20,20,2101,83.506,ubigeo_nivel_03,1
2026-06-10T03:50:58.966399+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,CASTROVIRREYNA,,69,69,3057,32.832,ubigeo_nivel_02,1
2026-06-10T03:50:58.966399+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,CASTROVIRREYNA,,69,69,6254,67.168,ubigeo_nivel_02,1
2026-06-10T03:50:59.236883+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,9,9,410,28.772,ubigeo_nivel_03,1
2026-06-10T03:50:59.236883+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,9,9,1015,71.228,ubigeo_nivel_03,1
2026-06-10T03:50:59.356794+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,7,7,287,30.115,ubigeo_nivel_03,1
2026-06-10T03:50:59.356794+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,7,7,666,69.885,ubigeo_nivel_03,1
2026-06-10T03:50:59.342989+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,CASTROVIRREYNA,COCAS,4,4,148,34.259,ubigeo_nivel_03,1
2026-06-10T03:50:59.342989+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,CASTROVIRREYNA,COCAS,4,4,284,65.741,ubigeo_nivel_03,1
2026-06-10T03:50:59.341113+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,4,4,108,27.411,ubigeo_nivel_03,1
2026-06-10T03:50:59.341113+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,4,4,286,72.589,ubigeo_nivel_03,1
2026-06-10T03:50:59.611808+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,3,3,165,43.651,ubigeo_nivel_03,1
2026-06-10T03:50:59.611808+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,3,3,213,56.349,ubigeo_nivel_03,1
2026-06-10T03:50:59.682233+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,5,5,196,34.146,ubigeo_nivel_03,1
2026-06-10T03:50:59.682233+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,5,5,378,65.854,ubigeo_nivel_03,1
2026-06-10T03:50:59.698136+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,4,4,292,40.499,ubigeo_nivel_03,1
2026-06-10T03:50:59.698136+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,4,4,429,59.501,ubigeo_nivel_03,1
2026-06-10T03:50:59.992900+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,CASTROVIRREYNA,TICRAPO,7,7,422,36.856,ubigeo_nivel_03,1
2026-06-10T03:50:59.992900+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,CASTROVIRREYNA,TICRAPO,7,7,723,63.144,ubigeo_nivel_03,1
2026-06-10T03:50:59.775661+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,5,5,127,18.143,ubigeo_nivel_03,1
2026-06-10T03:50:59.775661+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,5,5,573,81.857,ubigeo_nivel_03,1
2026-06-10T03:50:59.871091+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,CASTROVIRREYNA,TANTARA,4,4,224,44.356,ubigeo_nivel_03,1
2026-06-10T03:50:59.871091+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,CASTROVIRREYNA,TANTARA,4,4,281,55.644,ubigeo_nivel_03,1
2026-06-10T03:51:00.083359+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,CHURCAMPA,ANCO,20,21,345,13.377,ubigeo_nivel_03,1
2026-06-10T03:51:00.083359+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,CHURCAMPA,ANCO,20,21,2234,86.623,ubigeo_nivel_03,1
2026-06-10T03:51:00.106022+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,9,9,246,23.012,ubigeo_nivel_03,1
2026-06-10T03:51:00.106022+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,9,9,823,76.988,ubigeo_nivel_03,1
2026-06-10T03:51:00.076489+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,CHURCAMPA,,119,121,3006,18.191,ubigeo_nivel_02,1
2026-06-10T03:51:00.076489+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,CHURCAMPA,,119,121,13519,81.809,ubigeo_nivel_02,1
2026-06-10T03:51:00.271164+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,CHURCAMPA,COSME,12,12,258,14.045,ubigeo_nivel_03,1
2026-06-10T03:51:00.271164+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,CHURCAMPA,COSME,12,12,1579,85.955,ubigeo_nivel_03,1
2026-06-10T03:51:00.189349+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,CHURCAMPA,CHURCAMPA,15,15,453,19.09,ubigeo_nivel_03,1
2026-06-10T03:51:00.189349+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,CHURCAMPA,CHURCAMPA,15,15,1920,80.91,ubigeo_nivel_03,1
2026-06-10T03:50:59.078584+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,5,5,188,28.442,ubigeo_nivel_03,1
2026-06-10T03:50:59.078584+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,5,5,473,71.558,ubigeo_nivel_03,1
2026-06-10T03:51:00.478511+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,CHURCAMPA,LOCROJA,12,12,180,10.645,ubigeo_nivel_03,1
2026-06-10T03:51:00.478511+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,CHURCAMPA,LOCROJA,12,12,1511,89.355,ubigeo_nivel_03,1
2026-06-10T03:51:00.331850+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,CHURCAMPA,EL CARMEN,9,9,200,16.026,ubigeo_nivel_03,1
2026-06-10T03:51:00.331850+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,CHURCAMPA,EL CARMEN,9,9,1048,83.974,ubigeo_nivel_03,1
2026-06-10T03:51:00.490090+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,CHURCAMPA,PACHAMARCA,9,9,231,23.839,ubigeo_nivel_03,1
2026-06-10T03:51:00.490090+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,CHURCAMPA,PACHAMARCA,9,9,738,76.161,ubigeo_nivel_03,1
2026-06-10T03:51:00.405201+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,CHURCAMPA,LA MERCED,3,3,120,25.37,ubigeo_nivel_03,1
2026-06-10T03:51:00.405201+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,CHURCAMPA,LA MERCED,3,3,353,74.63,ubigeo_nivel_03,1
2026-06-10T03:51:00.571110+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,10,11,354,26.261,ubigeo_nivel_03,1
2026-06-10T03:51:00.571110+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,10,11,994,73.739,ubigeo_nivel_03,1
2026-06-10T03:51:00.565546+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC,4,4,168,28.141,ubigeo_nivel_03,1
2026-06-10T03:51:00.565546+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC,4,4,429,71.859,ubigeo_nivel_03,1
2026-06-10T03:51:00.546965+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,16,16,451,19.265,ubigeo_nivel_03,1
2026-06-10T03:51:00.546965+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,16,16,1890,80.735,ubigeo_nivel_03,1
2026-06-10T03:51:00.668540+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,HUANCAVELICA,,381,384,10558,15.964,ubigeo_nivel_02,1
2026-06-10T03:51:00.668540+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,HUANCAVELICA,,381,384,55580,84.036,ubigeo_nivel_02,1
2026-06-10T03:51:00.819291+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,HUANCAVELICA,ACORIA,71,72,1261,12.639,ubigeo_nivel_03,1
2026-06-10T03:51:00.819291+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,HUANCAVELICA,ACORIA,71,72,8716,87.361,ubigeo_nivel_03,1
2026-06-10T03:51:00.724287+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,10,10,360,28.191,ubigeo_nivel_03,1
2026-06-10T03:51:00.724287+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,10,10,917,71.809,ubigeo_nivel_03,1
2026-06-10T03:51:00.887099+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,HUANCAVELICA,ASCENSIÓN,36,36,1206,15.933,ubigeo_nivel_03,1
2026-06-10T03:51:00.887099+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,HUANCAVELICA,ASCENSIÓN,36,36,6363,84.067,ubigeo_nivel_03,1
2026-06-10T03:51:00.952744+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,7,7,181,14.971,ubigeo_nivel_03,1
2026-06-10T03:51:00.952744+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,7,7,1028,85.029,ubigeo_nivel_03,1
2026-06-10T03:51:00.951098+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,HUANCAVELICA,CUENCA,7,7,234,25.714,ubigeo_nivel_03,1
2026-06-10T03:51:00.951098+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,HUANCAVELICA,CUENCA,7,7,676,74.286,ubigeo_nivel_03,1
2026-06-10T03:51:00.905234+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,HUANCAVELICA,CONAYCA,3,3,80,17.058,ubigeo_nivel_03,1
2026-06-10T03:51:00.905234+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,HUANCAVELICA,CONAYCA,3,3,389,82.942,ubigeo_nivel_03,1
2026-06-10T03:51:01.051279+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,HUANCAVELICA,HUANDO,21,21,464,14.112,ubigeo_nivel_03,1
2026-06-10T03:51:01.051279+00:00,ROBERTO HELBERT SANCHEZ PALOMINO,Perú,HUANCAVELICA,HUANCAVELICA,HUANDO,21,21,2824,85.888,ubigeo_nivel_03,1
2026-06-10T03:51:01.031200+00:00,KEIKO SOFIA FUJIMORI HIGUCHI,Perú,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,108,110,3845,17.412,ubigeo_nivel_03,1
